prop_equal,clause_factor,repetitiveness,sat,algorithm,treewidth,num_variables,prop_deterministic,answer,instance,time,literal_factor
0.41,2.2,0,,dpmc,37,70,0,6.80201e-11,70-2.2-3-0-0-0.41-59,286.29,3
0.1,2.2,0,,d4,36,70,0,5.626742e-12,70-2.2-3-0-0-0.1-100,150.59,3
0.43,2.2,0,,c2d,37,70,0,2.841768e-11,70-2.2-3-0-0-0.43-68,91.11,3
0.0,2.2,0,,c2d,36,70,0,9.879743e-10,70-2.2-3-0-0-0.0-75,34.23,3
0.21,2.2,0,,dpmc,35,70,0,0,70-2.2-3-0-0-0.21-62,96.03999999999999,3
0.73,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.73-59,23.85,3
0.01,2.2,0,,d4,36,70,0,2.789679e-11,70-2.2-3-0-0-0.01-63,114.69,3
0.14,2.2,0,,cachet,37,70,0,2.94745e-11,70-2.2-3-0-0-0.14-99,6.74,3
0.36,2.2,0,,c2d,35,70,0,8.615944e-12,70-2.2-3-0-0-0.36-4,114.09,3
0.66,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.66-35,35.85,3
0.92,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.92-23,59.1,3
0.27,2.2,0,,cachet,36,70,0,5.63795e-09,70-2.2-3-0-0-0.27-11,10.76,3
0.26,2.2,0,,minic2d,38,70,0,0.0,70-2.2-3-0-0-0.26-3,12.51,3
0.9,2.2,0,,d4,38,70,0,,70-2.2-3-0-0-0.9-91,265.99,3
0.31,2.2,0,,minic2d,38,70,0,0.0,70-2.2-3-0-0-0.31-58,64.15,3
0.55,2.2,0,,dpmc,36,70,0,1.4229e-10,70-2.2-3-0-0-0.55-33,108.6,3
0.5,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.5-48,231.92000000000002,3
0.65,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.65-35,24.7,3
0.23,2.2,0,,c2d,35,70,0,,70-2.2-3-0-0-0.23-12,430.35,3
0.14,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.14-75,258.84,3
0.78,2.2,0,,cachet,36,70,0,3.44296e-09,70-2.2-3-0-0-0.78-57,17.62,3
0.55,2.2,0,,cachet,36,70,0,6.84362e-11,70-2.2-3-0-0-0.55-58,12.07,3
0.19,2.2,0,,d4,35,70,0,8.026496e-09,70-2.2-3-0-0-0.19-28,89.6,3
0.15,2.2,0,,cachet,36,70,0,9.63865e-12,70-2.2-3-0-0-0.15-99,15.41,3
0.47,2.2,0,,c2d,37,70,0,1.587483e-10,70-2.2-3-0-0-0.47-58,53.26,3
0.67,2.2,0,,dpmc,34,70,0,6.05243e-10,70-2.2-3-0-0-0.67-95,62.96,3
0.85,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.85-90,24.0,3
0.98,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.98-28,11.37,3
0.57,2.2,0,,c2d,38,70,0,,70-2.2-3-0-0-0.57-65,205.0,3
0.3,2.2,0,,cachet,37,70,0,6.33754e-10,70-2.2-3-0-0-0.3-29,6.61,3
0.71,2.2,0,,dpmc,34,70,0,8.19853e-10,70-2.2-3-0-0-0.71-64,94.39,3
0.03,2.2,0,,d4,34,70,0,1.740215e-13,70-2.2-3-0-0-0.03-73,155.01,3
0.44,2.2,0,,d4,34,70,0,2.251592e-10,70-2.2-3-0-0-0.44-76,143.3,3
0.13,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.13-18,24.51,3
0.69,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.69-57,40.49,3
0.08,2.2,0,,dpmc,35,70,0,1.35993e-09,70-2.2-3-0-0-0.08-48,364.81,3
0.4,2.2,0,,c2d,36,70,0,1.571876e-11,70-2.2-3-0-0-0.4-90,56.81,3
0.54,2.2,0,,cachet,36,70,0,7.71208e-11,70-2.2-3-0-0-0.54-88,6.36,3
0.05,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.05-14,24.1,3
0.62,2.2,0,,dpmc,34,70,0,2.90892e-09,70-2.2-3-0-0-0.62-5,178.78,3
0.84,2.2,0,,dpmc,38,70,0,,70-2.2-3-0-0-0.84-70,500.37,3
0.64,2.2,0,,d4,36,70,0,2.958818e-11,70-2.2-3-0-0-0.64-2,139.37,3
0.49,2.2,0,,dpmc,34,70,0,9.09542e-11,70-2.2-3-0-0-0.49-82,294.61,3
0.69,2.2,0,,d4,34,70,0,6.776152e-10,70-2.2-3-0-0-0.69-22,20.19,3
0.61,2.2,0,,c2d,36,70,0,,70-2.2-3-0-0-0.61-65,373.16,3
0.11,2.2,0,,cachet,37,70,0,1.33683e-09,70-2.2-3-0-0-0.11-67,14.08,3
0.61,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.61-99,204.24,3
0.31,2.2,0,,dpmc,38,70,0,1.62735e-10,70-2.2-3-0-0-0.31-10,313.02,3
0.68,2.2,0,,cachet,36,70,0,3.6888e-11,70-2.2-3-0-0-0.68-87,2.99,3
0.36,2.2,0,,d4,36,70,0,1.913554e-10,70-2.2-3-0-0-0.36-76,151.7,3
0.95,2.2,0,,c2d,35,70,0,8.482413e-10,70-2.2-3-0-0-0.95-80,67.25,3
0.9,2.2,0,,c2d,34,70,0,1.273843e-09,70-2.2-3-0-0-0.9-32,26.59,3
0.25,2.2,0,,c2d,35,70,0,1.898275e-09,70-2.2-3-0-0-0.25-98,73.02,3
0.42,2.2,0,,dpmc,36,70,0,2.30603e-09,70-2.2-3-0-0-0.42-12,222.06,3
0.89,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.89-69,350.34000000000003,3
0.8,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.8-24,11.45,3
0.81,2.2,0,,cachet,37,70,0,2.80858e-10,70-2.2-3-0-0-0.81-75,7.51,3
0.44,2.2,0,,d4,37,70,0,2.080673e-11,70-2.2-3-0-0-0.44-58,103.81,3
0.34,2.2,0,,d4,36,70,0,1.074333e-09,70-2.2-3-0-0-0.34-56,141.89,3
0.2,2.2,0,,c2d,37,70,0,1.84704e-11,70-2.2-3-0-0-0.2-1,69.56,3
0.43,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.43-20,8.56,3
0.32,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.32-76,217.19,3
0.1,2.2,0,,d4,35,70,0,5.587575e-11,70-2.2-3-0-0-0.1-65,103.0,3
0.14,2.2,0,,minic2d,33,70,0,0.0,70-2.2-3-0-0-0.14-4,6.78,3
0.72,2.2,0,,d4,34,70,0,2.045124e-12,70-2.2-3-0-0-0.72-9,49.83,3
0.97,2.2,0,,dpmc,36,70,0,1.46604e-10,70-2.2-3-0-0-0.97-89,95.56,3
0.46,2.2,0,,c2d,37,70,0,,70-2.2-3-0-0-0.46-86,277.95,3
0.45,2.2,0,,cachet,34,70,0,2.07078e-09,70-2.2-3-0-0-0.45-21,7.13,3
0.7,2.2,0,,cachet,37,70,0,1.24647e-09,70-2.2-3-0-0-0.7-3,14.12,3
0.0,2.2,0,,c2d,36,70,0,3.492651e-10,70-2.2-3-0-0-0.0-50,40.23,3
0.84,2.2,0,,cachet,36,70,0,6.02819e-10,70-2.2-3-0-0-0.84-57,11.4,3
0.13,2.2,0,,dpmc,35,70,0,1.7064e-11,70-2.2-3-0-0-0.13-21,163.1,3
0.32,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.32-86,131.59,3
0.27,2.2,0,,cachet,35,70,0,2.31308e-11,70-2.2-3-0-0-0.27-86,10.18,3
0.9,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.9-26,11.61,3
0.58,2.2,0,,dpmc,33,70,0,3.03293e-11,70-2.2-3-0-0-0.58-91,120.85,3
0.8,2.2,0,,dpmc,35,70,0,2.74396e-09,70-2.2-3-0-0-0.8-98,109.68,3
0.22,2.2,0,,dpmc,35,70,0,1.27864e-10,70-2.2-3-0-0-0.22-9,101.08,3
0.2,2.2,0,,dpmc,36,70,0,,70-2.2-3-0-0-0.2-69,500.37,3
0.79,2.2,0,,d4,35,70,0,1.473481e-10,70-2.2-3-0-0-0.79-34,134.39,3
0.5,2.2,0,,d4,36,70,0,1.421255e-09,70-2.2-3-0-0-0.5-79,144.76,3
0.25,2.2,0,,c2d,35,70,0,2.101913e-10,70-2.2-3-0-0-0.25-82,49.25,3
0.05,2.2,0,,cachet,35,70,0,6.48543e-12,70-2.2-3-0-0-0.05-62,4.64,3
0.02,2.2,0,,c2d,36,70,0,9.425994e-13,70-2.2-3-0-0-0.02-90,42.88,3
0.82,2.2,0,,minic2d,38,70,0,0.0,70-2.2-3-0-0-0.82-47,35.95,3
0.55,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.55-49,20.57,3
0.31,2.2,0,,cachet,38,70,0,4.29737e-09,70-2.2-3-0-0-0.31-85,18.63,3
0.1,2.2,0,,dpmc,33,70,0,0,70-2.2-3-0-0-0.1-68,91.88,3
0.94,2.2,0,,cachet,36,70,0,2.98179e-10,70-2.2-3-0-0-0.94-85,4.71,3
0.45,2.2,0,,d4,35,70,0,2.020093e-11,70-2.2-3-0-0-0.45-43,85.97,3
0.98,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.98-17,221.5,3
0.81,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.81-30,300.57,3
0.78,2.2,0,,c2d,36,70,0,1.94277e-11,70-2.2-3-0-0-0.78-22,19.71,3
1.0,2.2,0,1,c2d,36,70,0,6.687519e-10,70-2.2-3-0-0-1.0-29,44.68,3
0.43,2.2,0,,d4,39,70,0,8.29893e-11,70-2.2-3-0-0-0.43-28,101.13,3
0.17,2.2,0,,dpmc,34,70,0,1.38056e-10,70-2.2-3-0-0-0.17-80,151.19,3
0.9,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.9-70,34.47,3
0.55,2.2,0,,d4,33,70,0,5.417648e-10,70-2.2-3-0-0-0.55-45,55.65,3
0.31,2.2,0,,c2d,35,70,0,1.117528e-09,70-2.2-3-0-0-0.31-35,106.35,3
0.9,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.9-3,10.93,3
0.08,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.08-40,198.51,3
0.04,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.04-15,44.25,3
0.31,2.2,0,,d4,35,70,0,2.706119e-10,70-2.2-3-0-0-0.31-25,71.97,3
0.7,2.2,0,,cachet,36,70,0,5.82076e-11,70-2.2-3-0-0-0.7-81,5.15,3
0.92,2.2,0,,c2d,35,70,0,6.879141e-11,70-2.2-3-0-0-0.92-84,18.41,3
0.51,2.2,0,,d4,36,70,0,6.488442e-12,70-2.2-3-0-0-0.51-81,62.65,3
0.1,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.1-5,221.66,3
0.92,2.2,0,,cachet,35,70,0,1.94025e-09,70-2.2-3-0-0-0.92-76,8.67,3
0.71,2.2,0,,cachet,33,70,0,3.498e-09,70-2.2-3-0-0-0.71-5,9.79,3
0.73,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.73-22,205.36,3
0.01,2.2,0,,c2d,36,70,0,1.832089e-14,70-2.2-3-0-0-0.01-52,57.17,3
0.22,2.2,0,,c2d,36,70,0,5.576705e-11,70-2.2-3-0-0-0.22-75,103.11,3
0.53,2.2,0,,d4,35,70,0,8.88789e-12,70-2.2-3-0-0-0.53-83,148.6,3
0.06,2.2,0,,c2d,36,70,0,2.312721e-08,70-2.2-3-0-0-0.06-66,56.39,3
0.76,2.2,0,,d4,39,70,0,,70-2.2-3-0-0-0.76-49,227.24,3
0.75,2.2,0,,d4,34,70,0,6.204703e-10,70-2.2-3-0-0-0.75-72,89.2,3
0.81,2.2,0,,c2d,34,70,0,1.954169e-10,70-2.2-3-0-0-0.81-52,40.16,3
0.74,2.2,0,,dpmc,37,70,0,6.04219e-10,70-2.2-3-0-0-0.74-76,234.65,3
0.66,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.66-37,32.99,3
0.5,2.2,0,,c2d,33,70,0,2.794348e-11,70-2.2-3-0-0-0.5-12,20.17,3
0.28,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.28-3,374.44,3
0.02,2.2,0,,dpmc,35,70,0,3.74496e-11,70-2.2-3-0-0-0.02-58,419.35,3
0.45,2.2,0,,dpmc,35,70,0,1.91436e-11,70-2.2-3-0-0-0.45-43,126.53,3
0.21,2.2,0,,c2d,36,70,0,1.309404e-11,70-2.2-3-0-0-0.21-4,28.87,3
0.97,2.2,0,,minic2d,33,70,0,0.0,70-2.2-3-0-0-0.97-67,28.46,3
0.31,2.2,0,,cachet,36,70,0,5.11947e-12,70-2.2-3-0-0-0.31-79,3.85,3
0.91,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.91-79,19.05,3
0.38,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.38-49,59.11,3
0.15,2.2,0,,d4,36,70,0,2.536356e-10,70-2.2-3-0-0-0.15-25,136.88,3
0.85,2.2,0,,d4,38,70,0,,70-2.2-3-0-0-0.85-69,514.92,3
0.43,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.43-79,9.3,3
0.21,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.21-37,11.67,3
0.24,2.2,0,,d4,39,70,0,,70-2.2-3-0-0-0.24-64,217.09,3
0.19,2.2,0,,c2d,35,70,0,2.324484e-10,70-2.2-3-0-0-0.19-31,40.79,3
0.35,2.2,0,,dpmc,36,70,0,1.38973e-10,70-2.2-3-0-0-0.35-26,80.63,3
0.55,2.2,0,,c2d,36,70,0,2.431062e-10,70-2.2-3-0-0-0.55-92,46.75,3
0.81,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.81-31,13.4,3
0.02,2.2,0,,dpmc,37,70,0,0,70-2.2-3-0-0-0.02-82,336.22,3
0.42,2.2,0,,dpmc,38,70,0,,70-2.2-3-0-0-0.42-91,500.48,3
0.73,2.2,0,,cachet,36,70,0,9.64291e-10,70-2.2-3-0-0-0.73-32,8.74,3
0.02,2.2,0,,cachet,37,70,0,8.16884e-13,70-2.2-3-0-0-0.02-65,4.76,3
0.37,2.2,0,,c2d,35,70,0,,70-2.2-3-0-0-0.37-21,262.35,3
0.38,2.2,0,,minic2d,33,70,0,0.0,70-2.2-3-0-0-0.38-19,9.23,3
0.2,2.2,0,,dpmc,35,70,0,3.08706e-12,70-2.2-3-0-0-0.2-16,461.07,3
0.39,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.39-66,43.85,3
0.35,2.2,0,,dpmc,34,70,0,3.85085e-10,70-2.2-3-0-0-0.35-31,63.2,3
0.15,2.2,0,,dpmc,35,70,0,4.9999e-11,70-2.2-3-0-0-0.15-43,315.66,3
0.43,2.2,0,,dpmc,36,70,0,1.76457e-11,70-2.2-3-0-0-0.43-2,232.43,3
0.8,2.2,0,,dpmc,37,70,0,1.21418e-10,70-2.2-3-0-0-0.8-78,224.18,3
0.08,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.08-62,29.46,3
0.62,2.2,0,,cachet,36,70,0,1.43892e-10,70-2.2-3-0-0-0.62-94,8.45,3
0.42,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.42-90,9.63,3
0.73,2.2,0,,cachet,36,70,0,1.76318e-09,70-2.2-3-0-0-0.73-12,9.96,3
0.26,2.2,0,,c2d,37,70,0,,70-2.2-3-0-0-0.26-46,177.11,3
0.03,2.2,0,,c2d,36,70,0,4.859498e-12,70-2.2-3-0-0-0.03-26,56.0,3
0.02,2.2,0,,d4,35,70,0,3.064272e-13,70-2.2-3-0-0-0.02-23,58.47,3
0.39,2.2,0,,d4,35,70,0,3.555979e-11,70-2.2-3-0-0-0.39-40,149.88,3
0.08,2.2,0,,c2d,38,70,0,,70-2.2-3-0-0-0.08-60,231.65,3
0.36,2.2,0,,d4,38,70,0,,70-2.2-3-0-0-0.36-88,415.11,3
0.42,2.2,0,,cachet,37,70,0,1.46567e-10,70-2.2-3-0-0-0.42-52,5.83,3
0.5,2.2,0,,d4,36,70,0,1.23453e-09,70-2.2-3-0-0-0.5-29,115.18,3
0.96,2.2,0,,cachet,38,70,0,3.31381e-10,70-2.2-3-0-0-0.96-57,5.36,3
0.91,2.2,0,,dpmc,34,70,0,8.53957e-10,70-2.2-3-0-0-0.91-20,113.82,3
0.26,2.2,0,,c2d,36,70,0,,70-2.2-3-0-0-0.26-35,153.23,3
0.29,2.2,0,,cachet,37,70,0,7.19151e-09,70-2.2-3-0-0-0.29-45,7.9,3
0.65,2.2,0,,cachet,38,70,0,1.24115e-09,70-2.2-3-0-0-0.65-27,14.56,3
1.0,2.2,0,1,c2d,36,70,0,5.211867e-10,70-2.2-3-0-0-1.0-77,55.33,3
0.16,2.2,0,,d4,34,70,0,5.033339e-08,70-2.2-3-0-0-0.16-44,70.98,3
0.1,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.1-80,10.67,3
0.11,2.2,0,,dpmc,38,70,0,,70-2.2-3-0-0-0.11-71,500.8,3
0.79,2.2,0,,cachet,36,70,0,4.70844e-10,70-2.2-3-0-0-0.79-36,7.3,3
0.03,2.2,0,,cachet,35,70,0,3.6035e-11,70-2.2-3-0-0-0.03-7,3.63,3
0.85,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.85-100,40.41,3
0.52,2.2,0,,c2d,36,70,0,4.778355e-10,70-2.2-3-0-0-0.52-57,81.19,3
0.51,2.2,0,,cachet,32,70,0,2.67972e-11,70-2.2-3-0-0-0.51-17,3.04,3
0.29,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.29-28,14.3,3
0.64,2.2,0,,cachet,36,70,0,5.07888e-10,70-2.2-3-0-0-0.64-4,5.65,3
0.77,2.2,0,,d4,36,70,0,3.413216e-11,70-2.2-3-0-0-0.77-28,117.36,3
0.69,2.2,0,,cachet,36,70,0,9.88099e-11,70-2.2-3-0-0-0.69-25,4.71,3
0.1,2.2,0,,dpmc,37,70,0,,70-2.2-3-0-0-0.1-39,500.53,3
0.07,2.2,0,,dpmc,36,70,0,4.89247e-10,70-2.2-3-0-0-0.07-50,373.53,3
0.55,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.55-28,9.08,3
0.61,2.2,0,,c2d,35,70,0,1.464991e-11,70-2.2-3-0-0-0.61-88,54.32,3
0.76,2.2,0,,dpmc,37,70,0,9.45223e-11,70-2.2-3-0-0-0.76-47,337.43,3
0.49,2.2,0,,cachet,34,70,0,2.43235e-08,70-2.2-3-0-0-0.49-7,4.9,3
0.82,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.82-88,49.27,3
0.36,2.2,0,,c2d,36,70,0,7.270936e-10,70-2.2-3-0-0-0.36-57,71.74,3
0.54,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.54-59,62.05,3
0.16,2.2,0,,d4,37,70,0,8.972079e-13,70-2.2-3-0-0-0.16-58,121.76,3
0.25,2.2,0,,dpmc,35,70,0,0,70-2.2-3-0-0-0.25-9,264.08,3
0.94,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.94-96,12.08,3
0.44,2.2,0,,cachet,37,70,0,1.63837e-11,70-2.2-3-0-0-0.44-59,6.51,3
0.98,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.98-18,19.61,3
0.63,2.2,0,,d4,35,70,0,1.313676e-10,70-2.2-3-0-0-0.63-75,94.99000000000001,3
0.0,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.0-12,300.84,3
0.02,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.02-79,368.22,3
0.7,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.7-73,15.41,3
0.72,2.2,0,,c2d,34,70,0,2.90148e-10,70-2.2-3-0-0-0.72-34,76.32,3
0.27,2.2,0,,dpmc,37,70,0,4.53506e-09,70-2.2-3-0-0-0.27-28,273.12,3
0.76,2.2,0,,c2d,36,70,0,1.246998e-09,70-2.2-3-0-0-0.76-26,56.22,3
0.48,2.2,0,,cachet,38,70,0,3.71559e-10,70-2.2-3-0-0-0.48-96,8.64,3
0.5,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.5-62,46.57,3
0.07,2.2,0,,c2d,35,70,0,6.226478e-12,70-2.2-3-0-0-0.07-98,74.01,3
0.51,2.2,0,,c2d,36,70,0,1.110558e-10,70-2.2-3-0-0-0.51-69,48.91,3
0.25,2.2,0,,dpmc,36,70,0,4.14049e-12,70-2.2-3-0-0-0.25-35,139.77,3
0.42,2.2,0,,cachet,37,70,0,9.86369e-09,70-2.2-3-0-0-0.42-69,8.45,3
0.48,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.48-52,30.9,3
0.53,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.53-80,24.68,3
0.45,2.2,0,,dpmc,35,70,0,3.90091e-10,70-2.2-3-0-0-0.45-68,160.85,3
0.87,2.2,0,,d4,37,70,0,4.784558e-10,70-2.2-3-0-0-0.87-15,124.48,3
0.86,2.2,0,,c2d,35,70,0,2.018565e-11,70-2.2-3-0-0-0.86-100,24.41,3
0.15,2.2,0,,dpmc,35,70,0,9.32054e-11,70-2.2-3-0-0-0.15-90,162.29,3
0.86,2.2,0,,d4,35,70,0,1.3054e-10,70-2.2-3-0-0-0.86-2,87.98,3
0.03,2.2,0,,c2d,36,70,0,,70-2.2-3-0-0-0.03-35,248.6,3
0.49,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.49-54,21.07,3
0.49,2.2,0,,dpmc,38,70,0,3.14561e-11,70-2.2-3-0-0-0.49-12,431.19,3
0.66,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.66-44,204.34,3
0.75,2.2,0,,dpmc,35,70,0,6.89162e-10,70-2.2-3-0-0-0.75-4,303.38,3
0.99,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.99-95,67.26,3
0.43,2.2,0,,c2d,37,70,0,7.353866e-12,70-2.2-3-0-0-0.43-41,81.09,3
0.17,2.2,0,,cachet,36,70,0,3.62399e-11,70-2.2-3-0-0-0.17-7,12.68,3
0.11,2.2,0,,dpmc,37,70,0,2.69109e-12,70-2.2-3-0-0-0.11-27,357.93,3
0.91,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.91-15,41.67,3
0.69,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.69-89,17.5,3
0.52,2.2,0,,cachet,36,70,0,1.16212e-11,70-2.2-3-0-0-0.52-9,4.17,3
0.5,2.2,0,,cachet,35,70,0,6.28603e-10,70-2.2-3-0-0-0.5-56,8.11,3
0.98,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.98-73,178.13,3
0.69,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.69-5,41.96,3
0.02,2.2,0,,d4,34,70,0,2.147559e-09,70-2.2-3-0-0-0.02-10,83.45,3
0.75,2.2,0,,c2d,36,70,0,2.466083e-10,70-2.2-3-0-0-0.75-47,95.47,3
0.48,2.2,0,,d4,34,70,0,1.296313e-12,70-2.2-3-0-0-0.48-97,28.09,3
0.2,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.2-32,455.24,3
0.99,2.2,0,,dpmc,37,70,0,7.47949e-10,70-2.2-3-0-0-0.99-91,448.22,3
0.09,2.2,0,,dpmc,36,70,0,0,70-2.2-3-0-0-0.09-70,385.15,3
0.67,2.2,0,,cachet,34,70,0,6.06704e-11,70-2.2-3-0-0-0.67-4,4.17,3
1.0,2.2,0,1,cachet,35,70,0,4.52244e-10,70-2.2-3-0-0-1.0-76,7.45,3
0.86,2.2,0,,c2d,38,70,0,,70-2.2-3-0-0-0.86-84,191.26,3
0.85,2.2,0,,dpmc,36,70,0,1.36685e-10,70-2.2-3-0-0-0.85-20,273.67,3
0.62,2.2,0,,dpmc,38,70,0,1.50435e-09,70-2.2-3-0-0-0.62-23,182.03,3
0.76,2.2,0,,cachet,37,70,0,2.73029e-11,70-2.2-3-0-0-0.76-33,7.61,3
0.88,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.88-55,5.94,3
0.35,2.2,0,,d4,34,70,0,4.377038e-09,70-2.2-3-0-0-0.35-58,24.72,3
0.92,2.2,0,,c2d,35,70,0,1.43567e-10,70-2.2-3-0-0-0.92-100,73.35,3
0.16,2.2,0,,cachet,36,70,0,2.62125e-09,70-2.2-3-0-0-0.16-51,8.63,3
0.8,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.8-93,328.08,3
0.94,2.2,0,,c2d,36,70,0,2.033185e-10,70-2.2-3-0-0-0.94-46,89.2,3
0.86,2.2,0,,dpmc,35,70,0,3.24939e-10,70-2.2-3-0-0-0.86-12,50.58,3
0.56,2.2,0,,cachet,38,70,0,1.17602e-10,70-2.2-3-0-0-0.56-26,11.1,3
0.23,2.2,0,,d4,35,70,0,1.342161e-11,70-2.2-3-0-0-0.23-78,122.81,3
0.24,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.24-83,23.8,3
0.64,2.2,0,,c2d,38,70,0,1.383416e-09,70-2.2-3-0-0-0.64-59,27.48,3
0.28,2.2,0,,cachet,35,70,0,8.60365e-12,70-2.2-3-0-0-0.28-44,6.79,3
0.96,2.2,0,,c2d,37,70,0,3.258709e-10,70-2.2-3-0-0-0.96-83,61.87,3
0.6,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.6-40,74.1,3
0.85,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.85-49,7.31,3
0.29,2.2,0,,c2d,36,70,0,2.665496e-12,70-2.2-3-0-0-0.29-97,51.86,3
0.77,2.2,0,,cachet,37,70,0,8.59132e-10,70-2.2-3-0-0-0.77-19,6.53,3
0.78,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.78-46,44.46,3
0.71,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.71-52,75.02,3
0.34,2.2,0,,d4,33,70,0,7.17298e-11,70-2.2-3-0-0-0.34-46,63.87,3
0.0,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.0-47,24.36,3
0.29,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.29-76,41.37,3
0.17,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.17-6,21.1,3
0.29,2.2,0,,c2d,37,70,0,1.882777e-12,70-2.2-3-0-0-0.29-14,49.29,3
0.77,2.2,0,,cachet,35,70,0,5.69207e-11,70-2.2-3-0-0-0.77-9,3.24,3
0.88,2.2,0,,cachet,36,70,0,2.40842e-09,70-2.2-3-0-0-0.88-83,5.9,3
0.34,2.2,0,,dpmc,35,70,0,1.08634e-08,70-2.2-3-0-0-0.34-16,158.05,3
0.43,2.2,0,,dpmc,35,70,0,9.8229e-11,70-2.2-3-0-0-0.43-75,180.4,3
0.67,2.2,0,,dpmc,35,70,0,2.96751e-11,70-2.2-3-0-0-0.67-63,90.42,3
0.96,2.2,0,,d4,36,70,0,9.375805e-10,70-2.2-3-0-0-0.96-23,136.95,3
0.07,2.2,0,,c2d,35,70,0,5.668764e-12,70-2.2-3-0-0-0.07-80,36.73,3
