prop_equal,clause_factor,repetitiveness,sat,algorithm,treewidth,num_variables,prop_deterministic,answer,instance,time,literal_factor
0.39,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.39-98,37.91,3
0.67,2.2,0,,cachet,37,70,0,1.07609e-10,70-2.2-3-0-0-0.67-39,5.03,3
0.26,2.2,0,,d4,35,70,0,7.733569e-10,70-2.2-3-0-0-0.26-81,117.93,3
0.23,2.2,0,,cachet,37,70,0,5.66691e-10,70-2.2-3-0-0-0.23-46,8.62,3
0.95,2.2,0,,dpmc,37,70,0,6.28645e-10,70-2.2-3-0-0-0.95-30,263.28,3
0.39,2.2,0,,cachet,37,70,0,4.39997e-10,70-2.2-3-0-0-0.39-36,15.58,3
0.55,2.2,0,,d4,36,70,0,1.483086e-09,70-2.2-3-0-0-0.55-28,41.68,3
0.5,2.2,0,,dpmc,36,70,0,2.83161e-10,70-2.2-3-0-0-0.5-55,212.75,3
0.97,2.2,0,,c2d,35,70,0,2.841009e-09,70-2.2-3-0-0-0.97-81,81.8,3
0.61,2.2,0,,dpmc,38,70,0,1.16513e-11,70-2.2-3-0-0-0.61-57,366.77,3
0.39,2.2,0,,dpmc,37,70,0,1.41853e-09,70-2.2-3-0-0-0.39-18,359.69,3
0.0,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.0-2,56.13,3
0.81,2.2,0,,cachet,35,70,0,7.60164e-10,70-2.2-3-0-0-0.81-64,3.46,3
0.59,2.2,0,,dpmc,34,70,0,2.88947e-11,70-2.2-3-0-0-0.59-91,109.96000000000001,3
0.84,2.2,0,,d4,35,70,0,7.110916e-09,70-2.2-3-0-0-0.84-46,77.85,3
0.79,2.2,0,,c2d,34,70,0,5.612238e-09,70-2.2-3-0-0-0.79-6,68.26,3
0.84,2.2,0,,c2d,36,70,0,4.860233e-11,70-2.2-3-0-0-0.84-13,62.21,3
0.61,2.2,0,,d4,36,70,0,8.522888e-11,70-2.2-3-0-0-0.61-44,94.03999999999999,3
0.63,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.63-49,11.59,3
0.91,2.2,0,,d4,36,70,0,9.167775e-10,70-2.2-3-0-0-0.91-59,97.87,3
0.95,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.95-61,11.52,3
0.58,2.2,0,,c2d,35,70,0,1.753831e-08,70-2.2-3-0-0-0.58-33,113.77000000000001,3
0.81,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.81-91,10.2,3
0.72,2.2,0,,cachet,35,70,0,1.7298e-09,70-2.2-3-0-0-0.72-88,10.01,3
0.52,2.2,0,,dpmc,36,70,0,,70-2.2-3-0-0-0.52-82,500.46,3
0.27,2.2,0,,d4,36,70,0,7.531433e-11,70-2.2-3-0-0-0.27-3,69.8,3
0.61,2.2,0,,c2d,37,70,0,2.470517e-11,70-2.2-3-0-0-0.61-58,62.67,3
0.25,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.25-29,11.87,3
0.48,2.2,0,,dpmc,36,70,0,1.42928e-11,70-2.2-3-0-0-0.48-90,124.36,3
0.26,2.2,0,,d4,36,70,0,2.401279e-11,70-2.2-3-0-0-0.26-43,77.03,3
0.71,2.2,0,,cachet,36,70,0,4.7657e-11,70-2.2-3-0-0-0.71-62,6.01,3
0.17,2.2,0,,cachet,34,70,0,1.6157e-10,70-2.2-3-0-0-0.17-66,5.83,3
0.41,2.2,0,,dpmc,37,70,0,1.2935e-10,70-2.2-3-0-0-0.41-74,249.51,3
0.3,2.2,0,,dpmc,37,70,0,,70-2.2-3-0-0-0.3-12,500.79,3
0.55,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.55-100,7.93,3
0.68,2.2,0,,dpmc,37,70,0,4.95041e-11,70-2.2-3-0-0-0.68-92,228.5,3
0.78,2.2,0,,d4,34,70,0,1.755465e-10,70-2.2-3-0-0-0.78-27,103.28,3
0.92,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.92-34,323.62,3
0.3,2.2,0,,c2d,35,70,0,,70-2.2-3-0-0-0.3-95,165.03,3
0.26,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.26-77,15.57,3
0.06,2.2,0,,d4,38,70,0,,70-2.2-3-0-0-0.06-73,345.65999999999997,3
0.91,2.2,0,,d4,38,70,0,,70-2.2-3-0-0-0.91-50,600.53,3
0.58,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.58-96,364.24,3
0.97,2.2,0,,cachet,36,70,0,4.58322e-10,70-2.2-3-0-0-0.97-26,7.33,3
0.12,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.12-87,326.6,3
0.02,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.02-36,26.82,3
0.44,2.2,0,,dpmc,37,70,0,2.00069e-11,70-2.2-3-0-0-0.44-58,444.02,3
0.91,2.2,0,,d4,38,70,0,,70-2.2-3-0-0-0.91-68,563.3,3
0.13,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.13-21,227.57,3
0.18,2.2,0,,c2d,35,70,0,2.15555e-10,70-2.2-3-0-0-0.18-64,93.42,3
0.09,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.09-83,6.0,3
0.85,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.85-24,23.78,3
0.38,2.2,0,,dpmc,37,70,0,1.30953e-11,70-2.2-3-0-0-0.38-26,429.53,3
0.8,2.2,0,,cachet,36,70,0,4.13299e-10,70-2.2-3-0-0-0.8-15,4.67,3
0.07,2.2,0,,dpmc,36,70,0,0,70-2.2-3-0-0-0.07-99,231.94,3
0.43,2.2,0,,d4,35,70,0,5.958348e-11,70-2.2-3-0-0-0.43-93,44.65,3
0.81,2.2,0,,c2d,36,70,0,1.784102e-09,70-2.2-3-0-0-0.81-73,55.58,3
0.64,2.2,0,,dpmc,35,70,0,4.48921e-09,70-2.2-3-0-0-0.64-8,306.96,3
0.84,2.2,0,,c2d,36,70,0,3.836321e-10,70-2.2-3-0-0-0.84-64,44.38,3
0.32,2.2,0,,cachet,36,70,0,3.15029e-11,70-2.2-3-0-0-0.32-55,6.28,3
0.09,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.09-41,38.21,3
0.37,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.37-98,9.59,3
0.27,2.2,0,,cachet,38,70,0,7.44121e-11,70-2.2-3-0-0-0.27-87,22.16,3
0.37,2.2,0,,d4,37,70,0,1.037166e-11,70-2.2-3-0-0-0.37-78,148.68,3
0.44,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.44-24,10.29,3
0.39,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.39-77,41.03,3
0.29,2.2,0,,dpmc,35,70,0,3.02051e-12,70-2.2-3-0-0-0.29-93,346.7,3
0.68,2.2,0,,cachet,36,70,0,3.45848e-10,70-2.2-3-0-0-0.68-71,7.19,3
0.75,2.2,0,,cachet,35,70,0,1.54371e-10,70-2.2-3-0-0-0.75-8,3.32,3
0.76,2.2,0,,d4,36,70,0,1.246998e-09,70-2.2-3-0-0-0.76-26,113.12,3
0.45,2.2,0,,dpmc,36,70,0,3.47309e-11,70-2.2-3-0-0-0.45-56,294.36,3
1.0,2.2,0,1,d4,34,70,0,1.261978e-09,70-2.2-3-0-0-1.0-9,125.27,3
0.81,2.2,0,,cachet,35,70,0,1.60716e-10,70-2.2-3-0-0-0.81-63,13.72,3
0.81,2.2,0,,dpmc,35,70,0,1.80159e-09,70-2.2-3-0-0-0.81-50,93.69,3
0.91,2.2,0,,dpmc,36,70,0,1.47272e-09,70-2.2-3-0-0-0.91-28,178.39,3
0.69,2.2,0,,cachet,37,70,0,6.56327e-11,70-2.2-3-0-0-0.69-73,2.62,3
0.85,2.2,0,,cachet,37,70,0,9.49989e-09,70-2.2-3-0-0-0.85-45,33.21,3
0.68,2.2,0,,c2d,34,70,0,1.759987e-09,70-2.2-3-0-0-0.68-58,65.51,3
0.69,2.2,0,,d4,38,70,0,,70-2.2-3-0-0-0.69-10,222.62,3
0.57,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.57-80,18.99,3
0.39,2.2,0,,cachet,35,70,0,9.78472e-09,70-2.2-3-0-0-0.39-95,8.42,3
0.85,2.2,0,,c2d,36,70,0,8.048175e-11,70-2.2-3-0-0-0.85-13,52.91,3
0.92,2.2,0,,c2d,35,70,0,8.17979e-10,70-2.2-3-0-0-0.92-91,78.53999999999999,3
0.55,2.2,0,,d4,36,70,0,1.236332e-10,70-2.2-3-0-0-0.55-83,61.66,3
0.1,2.2,0,,minic2d,38,70,0,0.0,70-2.2-3-0-0-0.1-6,36.93,3
0.73,2.2,0,,cachet,36,70,0,2.60014e-10,70-2.2-3-0-0-0.73-98,19.43,3
0.74,2.2,0,,d4,34,70,0,,70-2.2-3-0-0-0.74-77,153.85,3
0.06,2.2,0,,dpmc,36,70,0,4.32759e-10,70-2.2-3-0-0-0.06-17,309.5,3
0.76,2.2,0,,d4,35,70,0,1.029907e-10,70-2.2-3-0-0-0.76-8,41.4,3
0.9,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.9-59,15.39,3
0.53,2.2,0,,c2d,36,70,0,,70-2.2-3-0-0-0.53-69,231.74,3
0.01,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.01-31,191.24,3
0.58,2.2,0,,c2d,37,70,0,7.074843e-11,70-2.2-3-0-0-0.58-23,74.08,3
0.34,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.34-68,14.45,3
0.95,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.95-27,236.01,3
0.76,2.2,0,,c2d,35,70,0,1.029907e-10,70-2.2-3-0-0-0.76-8,24.85,3
0.06,2.2,0,,d4,34,70,0,1.165281e-09,70-2.2-3-0-0-0.06-62,76.44,3
0.38,2.2,0,,c2d,35,70,0,2.850406e-11,70-2.2-3-0-0-0.38-75,78.07,3
0.64,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.64-32,436.59,3
0.42,2.2,0,,d4,36,70,0,9.89223e-11,70-2.2-3-0-0-0.42-34,120.67,3
0.51,2.2,0,,minic2d,33,70,0,0.0,70-2.2-3-0-0-0.51-48,7.03,3
0.97,2.2,0,,d4,33,70,0,2.798539e-09,70-2.2-3-0-0-0.97-67,76.91,3
0.97,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.97-88,319.69,3
0.07,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.07-36,28.51,3
0.99,2.2,0,,cachet,35,70,0,2.51271e-10,70-2.2-3-0-0-0.99-93,5.63,3
0.19,2.2,0,,c2d,36,70,0,,70-2.2-3-0-0-0.19-27,242.16,3
0.24,2.2,0,,d4,37,70,0,6.980598e-11,70-2.2-3-0-0-0.24-75,156.2,3
0.86,2.2,0,,dpmc,37,70,0,9.38177e-10,70-2.2-3-0-0-0.86-87,404.77,3
0.04,2.2,0,,c2d,36,70,0,7.657927e-11,70-2.2-3-0-0-0.04-71,69.24,3
0.58,2.2,0,,dpmc,36,70,0,1.54412e-12,70-2.2-3-0-0-0.58-13,205.99,3
0.64,2.2,0,,cachet,34,70,0,3.30172e-11,70-2.2-3-0-0-0.64-51,3.27,3
0.14,2.2,0,,cachet,35,70,0,1.44197e-11,70-2.2-3-0-0-0.14-22,2.3,3
0.83,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.83-40,14.36,3
0.04,2.2,0,,cachet,34,70,0,1.32607e-12,70-2.2-3-0-0-0.04-32,5.71,3
0.91,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.91-52,179.44,3
0.38,2.2,0,,d4,37,70,0,3.592808e-09,70-2.2-3-0-0-0.38-13,133.9,3
0.61,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.61-46,10.59,3
0.98,2.2,0,,c2d,37,70,0,2.245326e-10,70-2.2-3-0-0-0.98-8,29.03,3
0.68,2.2,0,,c2d,38,70,0,2.103039e-09,70-2.2-3-0-0-0.68-8,71.62,3
0.23,2.2,0,,cachet,35,70,0,1.34216e-11,70-2.2-3-0-0-0.23-78,4.49,3
0.48,2.2,0,,c2d,38,70,0,3.715592e-10,70-2.2-3-0-0-0.48-96,80.49,3
0.43,2.2,0,,minic2d,38,70,0,0.0,70-2.2-3-0-0-0.43-49,46.24,3
0.82,2.2,0,,dpmc,36,70,0,6.37448e-11,70-2.2-3-0-0-0.82-74,236.41,3
0.8,2.2,0,,c2d,35,70,0,3.187713e-10,70-2.2-3-0-0-0.8-1,46.8,3
0.61,2.2,0,,c2d,34,70,0,5.256792e-10,70-2.2-3-0-0-0.61-62,70.5,3
0.47,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.47-87,24.82,3
0.81,2.2,0,,dpmc,37,70,0,1.99297e-11,70-2.2-3-0-0-0.81-24,310.01,3
0.84,2.2,0,,c2d,35,70,0,3.135885e-10,70-2.2-3-0-0-0.84-81,28.19,3
0.26,2.2,0,,minic2d,38,70,0,0.0,70-2.2-3-0-0-0.26-30,64.24,3
0.61,2.2,0,,d4,36,70,0,1.131257e-12,70-2.2-3-0-0-0.61-100,76.78,3
0.78,2.2,0,,d4,34,70,0,2.308527e-10,70-2.2-3-0-0-0.78-59,79.83,3
0.07,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.07-50,37.58,3
0.72,2.2,0,,c2d,36,70,0,1.067513e-09,70-2.2-3-0-0-0.72-73,73.34,3
0.76,2.2,0,,cachet,36,70,0,1.11436e-11,70-2.2-3-0-0-0.76-69,5.18,3
0.4,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.4-65,51.42,3
0.47,2.2,0,,cachet,36,70,0,1.07263e-10,70-2.2-3-0-0-0.47-82,8.04,3
0.58,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.58-78,12.34,3
0.61,2.2,0,,dpmc,37,70,0,1.76153e-09,70-2.2-3-0-0-0.61-96,309.55,3
0.34,2.2,0,,dpmc,36,70,0,0,70-2.2-3-0-0-0.34-88,226.74,3
0.73,2.2,0,,cachet,38,70,0,1.62989e-10,70-2.2-3-0-0-0.73-48,16.12,3
0.29,2.2,0,,cachet,36,70,0,5.1013e-13,70-2.2-3-0-0-0.29-69,14.37,3
0.92,2.2,0,,d4,35,70,0,4.257481e-10,70-2.2-3-0-0-0.92-65,46.61,3
0.75,2.2,0,,d4,34,70,0,2.403043e-10,70-2.2-3-0-0-0.75-85,46.78,3
0.0,2.2,0,,dpmc,36,70,0,1.03651e-10,70-2.2-3-0-0-0.0-56,484.75,3
0.13,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.13-50,11.44,3
0.34,2.2,0,,d4,33,70,0,4.298967e-11,70-2.2-3-0-0-0.34-95,63.66,3
0.92,2.2,0,,dpmc,34,70,0,1.151e-09,70-2.2-3-0-0-0.92-75,88.9,3
0.56,2.2,0,,c2d,36,70,0,5.948875e-10,70-2.2-3-0-0-0.56-58,50.08,3
0.25,2.2,0,,c2d,37,70,0,5.799235e-11,70-2.2-3-0-0-0.25-51,51.39,3
0.5,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.5-51,14.46,3
0.25,2.2,0,,d4,36,70,0,3.654831e-12,70-2.2-3-0-0-0.25-57,85.89,3
0.75,2.2,0,,dpmc,34,70,0,1.51444e-11,70-2.2-3-0-0-0.75-46,88.32,3
0.16,2.2,0,,c2d,38,70,0,,70-2.2-3-0-0-0.16-13,193.7,3
1.0,2.2,0,1,cachet,32,70,0,1.70233e-10,70-2.2-3-0-0-1.0-60,2.43,3
0.64,2.2,0,,c2d,37,70,0,,70-2.2-3-0-0-0.64-69,370.57,3
0.58,2.2,0,,c2d,36,70,0,6.32469e-08,70-2.2-3-0-0-0.58-68,98.36,3
0.23,2.2,0,,d4,35,70,0,1.50846e-11,70-2.2-3-0-0-0.23-44,92.97,3
0.52,2.2,0,,d4,34,70,0,,70-2.2-3-0-0-0.52-22,203.02,3
0.19,2.2,0,,d4,35,70,0,1.744318e-09,70-2.2-3-0-0-0.19-66,53.25,3
0.33,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.33-37,334.67,3
0.84,2.2,0,,d4,34,70,0,,70-2.2-3-0-0-0.84-48,310.66,3
0.39,2.2,0,,dpmc,35,70,0,2.36059e-11,70-2.2-3-0-0-0.39-100,97.74000000000001,3
0.59,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.59-70,10.2,3
0.03,2.2,0,,cachet,35,70,0,4.45071e-12,70-2.2-3-0-0-0.03-33,7.57,3
0.62,2.2,0,,d4,36,70,0,2.603078e-10,70-2.2-3-0-0-0.62-21,101.99000000000001,3
1.0,2.2,0,1,dpmc,38,70,0,6.13952e-10,70-2.2-3-0-0-1.0-61,154.47,3
0.59,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.59-35,63.21,3
0.69,2.2,0,,dpmc,36,70,0,2.12755e-09,70-2.2-3-0-0-0.69-72,348.75,3
0.47,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.47-67,14.3,3
0.54,2.2,0,,d4,33,70,0,1.463122e-10,70-2.2-3-0-0-0.54-51,49.45,3
0.69,2.2,0,,d4,36,70,0,1.029516e-10,70-2.2-3-0-0-0.69-45,39.17,3
0.38,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.38-22,10.98,3
0.28,2.2,0,,dpmc,37,70,0,0,70-2.2-3-0-0-0.28-66,287.19,3
0.14,2.2,0,,d4,35,70,0,1.441975e-11,70-2.2-3-0-0-0.14-22,50.37,3
0.98,2.2,0,,dpmc,36,70,0,4.35225e-10,70-2.2-3-0-0-0.98-48,126.98,3
0.44,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.44-69,13.23,3
0.43,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.43-16,18.68,3
0.03,2.2,0,,cachet,34,70,0,1.52055e-12,70-2.2-3-0-0-0.03-82,2.58,3
0.53,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.53-93,265.37,3
0.28,2.2,0,,dpmc,34,70,0,8.8285e-10,70-2.2-3-0-0-0.28-15,357.13,3
0.54,2.2,0,,d4,35,70,0,6.668322e-12,70-2.2-3-0-0-0.54-62,138.82999999999998,3
0.63,2.2,0,,c2d,38,70,0,2.862118e-09,70-2.2-3-0-0-0.63-89,88.19,3
0.82,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.82-26,8.49,3
0.16,2.2,0,,d4,38,70,0,3.361239e-10,70-2.2-3-0-0-0.16-35,141.24,3
0.81,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.81-37,29.04,3
0.35,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.35-91,11.79,3
0.45,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.45-37,25.63,3
0.34,2.2,0,,c2d,36,70,0,5.656303e-10,70-2.2-3-0-0-0.34-47,99.32,3
0.42,2.2,0,,cachet,35,70,0,4.27739e-09,70-2.2-3-0-0-0.42-50,7.82,3
0.93,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.93-77,68.53,3
0.12,2.2,0,,cachet,35,70,0,9.07082e-12,70-2.2-3-0-0-0.12-13,5.92,3
0.62,2.2,0,,cachet,37,70,0,5.97721e-10,70-2.2-3-0-0-0.62-40,7.93,3
0.78,2.2,0,,d4,36,70,0,1.840757e-10,70-2.2-3-0-0-0.78-63,151.57999999999998,3
0.99,2.2,0,,d4,36,70,0,2.521973e-10,70-2.2-3-0-0-0.99-51,126.54,3
0.85,2.2,0,,dpmc,35,70,0,1.14689e-10,70-2.2-3-0-0-0.85-66,64.12,3
0.63,2.2,0,,c2d,32,70,0,,70-2.2-3-0-0-0.63-42,177.21,3
0.12,2.2,0,,cachet,35,70,0,2.19526e-11,70-2.2-3-0-0-0.12-78,8.86,3
0.34,2.2,0,,d4,36,70,0,1.455645e-13,70-2.2-3-0-0-0.34-40,105.99000000000001,3
0.89,2.2,0,,c2d,35,70,0,,70-2.2-3-0-0-0.89-9,391.24,3
0.49,2.2,0,,c2d,35,70,0,2.315349e-11,70-2.2-3-0-0-0.49-66,34.48,3
0.26,2.2,0,,d4,37,70,0,5.054202e-11,70-2.2-3-0-0-0.26-76,69.25,3
0.02,2.2,0,,cachet,35,70,0,4.06806e-12,70-2.2-3-0-0-0.02-16,5.13,3
0.18,2.2,0,,d4,34,70,0,1.307188e-11,70-2.2-3-0-0-0.18-19,56.2,3
0.32,2.2,0,,dpmc,34,70,0,1.54072e-09,70-2.2-3-0-0-0.32-5,241.98,3
0.11,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.11-20,342.96,3
0.2,2.2,0,,c2d,35,70,0,1.455327e-12,70-2.2-3-0-0-0.2-22,84.36,3
0.65,2.2,0,,dpmc,35,70,0,1.36323e-10,70-2.2-3-0-0-0.65-17,273.37,3
0.35,2.2,0,,dpmc,35,70,0,1.09316e-12,70-2.2-3-0-0-0.35-12,185.66,3
0.86,2.2,0,,c2d,36,70,0,1.033292e-10,70-2.2-3-0-0-0.86-76,50.48,3
0.31,2.2,0,,dpmc,35,70,0,1.08431e-11,70-2.2-3-0-0-0.31-38,203.56,3
0.13,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.13-7,9.47,3
0.02,2.2,0,,dpmc,35,70,0,0,70-2.2-3-0-0-0.02-86,259.21,3
0.69,2.2,0,,cachet,36,70,0,4.69767e-10,70-2.2-3-0-0-0.69-17,8.23,3
0.51,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.51-31,357.04,3
0.58,2.2,0,,dpmc,36,70,0,7.46679e-11,70-2.2-3-0-0-0.58-97,229.12,3
0.93,2.2,0,,dpmc,36,70,0,1.47856e-09,70-2.2-3-0-0-0.93-32,245.83,3
0.96,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.96-39,19.94,3
0.43,2.2,0,,cachet,36,70,0,4.95777e-11,70-2.2-3-0-0-0.43-26,11.95,3
0.09,2.2,0,,cachet,38,70,0,2.05226e-11,70-2.2-3-0-0-0.09-27,22.76,3
0.98,2.2,0,,d4,37,70,0,2.245326e-10,70-2.2-3-0-0-0.98-8,46.56,3
0.4,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.4-71,328.47,3
0.33,2.2,0,,c2d,36,70,0,4.456683e-10,70-2.2-3-0-0-0.33-93,64.05,3
0.43,2.2,0,,c2d,36,70,0,1.828137e-11,70-2.2-3-0-0-0.43-2,63.51,3
0.22,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.22-35,30.58,3
0.98,2.2,0,,dpmc,34,70,0,1.14062e-09,70-2.2-3-0-0-0.98-23,79.75,3
0.35,2.2,0,,cachet,36,70,0,9.83423e-12,70-2.2-3-0-0-0.35-77,6.14,3
0.84,2.2,0,,cachet,36,70,0,4.29534e-10,70-2.2-3-0-0-0.84-42,4.25,3
0.96,2.2,0,,cachet,36,70,0,3.67404e-10,70-2.2-3-0-0-0.96-96,3.66,3
0.31,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.31-89,200.43,3
0.1,2.2,0,,dpmc,35,70,0,7.12492e-11,70-2.2-3-0-0-0.1-33,165.28,3
0.38,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.38-26,15.31,3
0.91,2.2,0,,minic2d,35,70,0,0.0,70-2.2-3-0-0-0.91-44,8.17,3
0.24,2.2,0,,cachet,36,70,0,1.84292e-08,70-2.2-3-0-0-0.24-82,8.49,3
0.29,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.29-65,32.75,3
0.85,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.85-75,25.06,3
0.83,2.2,0,,dpmc,36,70,0,1.80439e-10,70-2.2-3-0-0-0.83-92,488.28,3
0.73,2.2,0,,dpmc,37,70,0,,70-2.2-3-0-0-0.73-28,500.45,3
0.72,2.2,0,,c2d,36,70,0,1.890023e-09,70-2.2-3-0-0-0.72-45,117.99000000000001,3
0.22,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.22-95,220.2,3
0.83,2.2,0,,cachet,36,70,0,3.34257e-10,70-2.2-3-0-0-0.83-51,17.19,3
0.91,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.91-98,20.89,3
0.69,2.2,0,,cachet,36,70,0,1.15726e-09,70-2.2-3-0-0-0.69-89,5.69,3
0.4,2.2,0,,d4,36,70,0,1.545145e-11,70-2.2-3-0-0-0.4-11,97.87,3
0.86,2.2,0,,cachet,39,70,0,4.06598e-10,70-2.2-3-0-0-0.86-19,13.92,3
0.15,2.2,0,,minic2d,34,70,0,0.0,70-2.2-3-0-0-0.15-23,67.19,3
0.94,2.2,0,,d4,35,70,0,,70-2.2-3-0-0-0.94-27,230.25,3
0.64,2.2,0,,d4,36,70,0,,70-2.2-3-0-0-0.64-29,215.84,3
0.45,2.2,0,,d4,35,70,0,1.581209e-10,70-2.2-3-0-0-0.45-24,70.53999999999999,3
0.91,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.91-69,8.4,3
0.28,2.2,0,,cachet,35,70,0,3.56699e-11,70-2.2-3-0-0-0.28-65,11.25,3
0.66,2.2,0,,d4,38,70,0,,70-2.2-3-0-0-0.66-82,361.1,3
0.1,2.2,0,,dpmc,36,70,0,0,70-2.2-3-0-0-0.1-23,463.23,3
0.52,2.2,0,,dpmc,35,70,0,5.29619e-10,70-2.2-3-0-0-0.52-59,229.1,3
0.2,2.2,0,,dpmc,35,70,0,5.63286e-12,70-2.2-3-0-0-0.2-31,255.83,3
0.98,2.2,0,,cachet,37,70,0,5.61695e-10,70-2.2-3-0-0-0.98-88,6.25,3
0.49,2.2,0,,cachet,34,70,0,1.26125e-09,70-2.2-3-0-0-0.49-72,2.09,3
0.13,2.2,0,,minic2d,36,70,0,0.0,70-2.2-3-0-0-0.13-83,42.32,3
0.5,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.5-32,30.46,3
0.32,2.2,0,,dpmc,33,70,0,0,70-2.2-3-0-0-0.32-99,290.86,3
0.44,2.2,0,,d4,37,70,0,,70-2.2-3-0-0-0.44-60,154.87,3
0.63,2.2,0,,cachet,36,70,0,1.43654e-10,70-2.2-3-0-0-0.63-78,7.84,3
0.07,2.2,0,,cachet,36,70,0,2.11626e-11,70-2.2-3-0-0-0.07-8,2.48,3
0.42,2.2,0,,minic2d,37,70,0,0.0,70-2.2-3-0-0-0.42-18,21.57,3
0.2,2.2,0,,d4,38,70,0,,70-2.2-3-0-0-0.2-26,254.23,3
0.96,2.2,0,,c2d,37,70,0,3.033015e-10,70-2.2-3-0-0-0.96-60,85.95,3
0.52,2.2,0,,d4,34,70,0,,70-2.2-3-0-0-0.52-36,333.17,3
0.27,2.2,0,,c2d,36,70,0,5.637955e-09,70-2.2-3-0-0-0.27-11,91.62,3
0.1,2.2,0,,c2d,36,70,0,4.73933e-11,70-2.2-3-0-0-0.1-90,36.07,3
0.05,2.2,0,,cachet,36,70,0,4.2807e-11,70-2.2-3-0-0-0.05-55,9.08,3
0.92,2.2,0,,c2d,35,70,0,4.10069e-10,70-2.2-3-0-0-0.92-35,29.39,3
0.43,2.2,0,,cachet,36,70,0,5.23475e-08,70-2.2-3-0-0-0.43-37,11.17,3
